  6049400	2022-07-07 17:37:58	222	4	1	0
  6049400	2022-07-07 17:38:01	222	4	1	0
  4819833	2022-07-07 17:42:50	222	4	1	0
  3476266	2022-07-07 17:56:26	222	4	1	0
  4974338	2022-07-07 18:12:41	222	4	1	0
  6156714	2022-07-07 18:16:50	222	4	1	0
  3474426	2022-07-07 18:20:23	222	4	1	0
  4797854	2022-07-07 18:25:01	222	4	1	0
  6034912	2022-07-07 20:11:09	222	4	1	0
  3474426	2022-07-08 07:27:20	222	4	1	0
  6049400	2022-07-08 07:30:24	222	4	1	0
  6049400	2022-07-08 07:30:26	222	4	1	0
  4797854	2022-07-08 07:48:27	222	4	1	0
  4808457	2022-07-08 07:54:32	222	4	1	0
  2240753	2022-07-08 08:10:50	222	4	1	0
  4258809	2022-07-08 08:14:22	222	4	1	0
  4258809	2022-07-08 08:14:35	222	4	1	0
  4956295	2022-07-08 08:20:28	222	4	1	0
  6156714	2022-07-08 08:29:23	222	4	1	0
  9884275	2022-07-08 08:31:36	222	4	1	0
  6833031	2022-07-08 08:33:41	222	4	1	0
  2689038	2022-07-08 08:35:45	222	4	1	0
  4302692	2022-07-08 08:35:54	222	4	1	0
  4302692	2022-07-08 08:35:57	222	4	1	0
  4819833	2022-07-08 08:36:06	222	4	1	0
  4823017	2022-07-08 08:36:36	222	4	1	0
  4366594	2022-07-08 08:37:42	222	4	1	0
  3432493	2022-07-08 08:37:50	222	4	1	0
  3476266	2022-07-08 08:41:00	222	4	1	0
  3432493	2022-07-08 17:05:58	222	4	1	0
  3417047	2022-07-08 17:06:18	222	4	1	0
  2689038	2022-07-08 17:13:44	222	4	1	0
  4823017	2022-07-08 17:19:15	222	4	1	0
  4366594	2022-07-08 17:24:03	222	4	1	0
  4808457	2022-07-08 17:33:39	222	4	1	0
  9884275	2022-07-08 17:33:53	222	4	1	0
  9884275	2022-07-08 17:34:05	222	4	1	0
  2240753	2022-07-08 17:37:47	222	4	1	0
  6833031	2022-07-08 17:37:51	222	4	1	0
  3476266	2022-07-08 17:37:55	222	4	1	0
  6156714	2022-07-08 17:39:29	222	4	1	0
  4258809	2022-07-08 17:40:58	222	4	1	0
  4258809	2022-07-08 17:41:03	222	4	1	0
  4819833	2022-07-08 17:51:10	222	4	1	0
  4797854	2022-07-08 18:55:38	222	4	1	0
  3474426	2022-07-08 18:59:21	222	4	1	0
  4956295	2022-07-08 19:00:43	222	4	1	0
  4302692	2022-07-08 19:00:47	222	4	1	0
  6049400	2022-07-08 19:00:50	222	4	1	0
  6785458	2022-07-11 07:07:58	222	4	1	0
  6785458	2022-07-11 07:08:10	222	4	1	0
  4797854	2022-07-11 07:28:21	222	4	1	0
  3474426	2022-07-11 07:36:15	222	4	1	0
  6049400	2022-07-11 07:46:15	222	4	1	0
  6049400	2022-07-11 07:51:39	222	4	1	0
  6049400	2022-07-11 07:51:41	222	4	1	0
  2240753	2022-07-11 07:55:09	222	4	1	0
  6833031	2022-07-11 08:06:10	222	4	1	0
  3417047	2022-07-11 08:12:21	222	4	1	0
  9092233	2022-07-11 08:17:13	222	4	1	0
  4258809	2022-07-11 08:18:53	222	4	1	0
  4956295	2022-07-11 08:19:27	222	4	1	0
  3063214	2022-07-11 08:24:04	222	4	1	0
  6034912	2022-07-11 08:25:40	222	4	1	0
  8335583	2022-07-11 08:26:01	222	4	1	0
  4808457	2022-07-11 08:26:20	222	4	1	0
  4808457	2022-07-11 08:26:22	222	4	1	0
  4823017	2022-07-11 08:33:17	222	4	1	0
  9884275	2022-07-11 08:34:40	222	4	1	0
  4974338	2022-07-11 08:34:48	222	4	1	0
  4302692	2022-07-11 08:37:07	222	4	1	0
  4302692	2022-07-11 08:37:10	222	4	1	0
  4366594	2022-07-11 08:37:26	222	4	1	0
  3432493	2022-07-11 08:37:32	222	4	1	0
  2689038	2022-07-11 08:38:30	222	4	1	0
  6156714	2022-07-11 08:39:28	222	4	1	0
  3476266	2022-07-11 08:40:03	222	4	1	0
  4819833	2022-07-11 09:28:22	222	4	1	0
  4808457	2022-07-11 17:03:31	222	4	1	0
  4258809	2022-07-11 17:05:25	222	4	1	0
  3476266	2022-07-11 17:06:44	222	4	1	0
  4819833	2022-07-11 17:07:06	222	4	1	0
  6156714	2022-07-11 17:07:08	222	4	1	0
  4366594	2022-07-11 17:09:47	222	4	1	0
  4823017	2022-07-11 17:09:56	222	4	1	0
  3417047	2022-07-11 17:10:01	222	4	1	0
  4302692	2022-07-11 17:10:43	222	4	1	0
  2689038	2022-07-11 17:11:31	222	4	1	0
  6049400	2022-07-11 17:12:20	222	4	1	0
  6049400	2022-07-11 17:12:22	222	4	1	0
  6049400	2022-07-11 17:12:25	222	4	1	0
  4974338	2022-07-11 17:14:18	222	4	1	0
  6833031	2022-07-11 17:20:34	222	4	1	0
  4797854	2022-07-11 17:29:00	222	4	1	0
  6785458	2022-07-11 17:32:47	222	4	1	0
  2240753	2022-07-11 17:32:53	222	4	1	0
  6833031	2022-07-11 17:41:57	222	4	1	0
  3474426	2022-07-11 19:30:24	222	4	1	0
  6785458	2022-07-12 07:05:04	222	4	1	0
  6785458	2022-07-12 07:05:06	222	4	1	0
  6049400	2022-07-12 07:06:22	222	4	1	0
  6049400	2022-07-12 07:06:25	222	4	1	0
  4797854	2022-07-12 07:34:33	222	4	1	0
  3063214	2022-07-12 07:49:01	222	4	1	0
  4974338	2022-07-12 08:01:17	222	4	1	0
  3474426	2022-07-12 08:04:48	222	4	1	0
  8335583	2022-07-12 08:14:39	222	4	1	0
  3417047	2022-07-12 08:14:50	222	4	1	0
  2240753	2022-07-12 08:17:03	222	4	1	0
  4258809	2022-07-12 08:18:55	222	4	1	0
  6833031	2022-07-12 08:19:35	222	4	1	0
  9092233	2022-07-12 08:22:08	222	4	1	0
  4956295	2022-07-12 08:28:06	222	4	1	0
  4823017	2022-07-12 08:31:45	222	4	1	0
  6156714	2022-07-12 08:31:57	222	4	1	0
  4808457	2022-07-12 08:33:25	222	4	1	0
  3476266	2022-07-12 08:35:03	222	4	1	0
  2689038	2022-07-12 08:37:49	222	4	1	0
  4366594	2022-07-12 08:37:56	222	4	1	0
  6034912	2022-07-12 08:40:16	222	4	1	0
  6156714	2022-07-12 08:40:39	222	4	1	0
  9884275	2022-07-12 08:43:25	222	4	1	0
  4302692	2022-07-12 08:46:19	222	4	1	0
  4302692	2022-07-12 08:46:24	222	4	1	0
  4819833	2022-07-12 09:39:59	222	4	1	0
  3434541	2022-07-12 15:23:27	222	4	1	0
  3417047	2022-07-12 15:25:10	222	4	15	0
  3063214	2022-07-12 17:07:48	222	4	1	0
  4956295	2022-07-12 17:07:54	222	4	1	0
  4823017	2022-07-12 17:09:17	222	4	1	0
  9092233	2022-07-12 17:11:55	222	4	1	0
  2689038	2022-07-12 17:12:39	222	4	1	0
  4808457	2022-07-12 17:16:43	222	4	1	0
  3476266	2022-07-12 17:17:13	222	4	1	0
  3417047	2022-07-12 17:18:15	222	4	15	0
  3417047	2022-07-12 17:18:17	222	4	15	0
  4819833	2022-07-12 17:18:31	222	4	1	0
  4302692	2022-07-12 17:23:00	222	4	1	0
  6833031	2022-07-12 17:24:49	222	4	1	0
  6034912	2022-07-12 17:27:52	222	4	1	0
  4258809	2022-07-12 17:36:26	222	4	1	0
  2240753	2022-07-12 17:54:21	222	4	1	0
  4366594	2022-07-12 18:01:28	222	4	1	0
  3474426	2022-07-12 18:22:42	222	4	1	0
  6785458	2022-07-12 18:23:26	222	4	1	0
  6785458	2022-07-12 18:23:35	222	4	1	0
  4797854	2022-07-12 18:25:48	222	4	1	0
  9884275	2022-07-12 18:31:35	222	4	1	0
  6049400	2022-07-12 18:31:37	222	4	1	0
  6049400	2022-07-12 18:31:40	222	4	1	0
  4974338	2022-07-12 18:31:46	222	4	1	0
  8335583	2022-07-12 18:43:48	222	4	1	0
  2603935	2022-07-12 18:49:28	222	4	1	0
  6156714	2022-07-12 18:50:10	222	4	1	0
  3434541	2022-07-12 19:55:55	222	4	1	0
  6785458	2022-07-13 07:12:43	222	4	1	0
  6049400	2022-07-13 07:38:34	222	4	1	0
  6049400	2022-07-13 07:38:37	222	4	1	0
  4974338	2022-07-13 07:42:41	222	4	1	0
  6049400	2022-07-13 07:46:29	222	4	1	0
  4797854	2022-07-13 07:58:34	222	4	1	0
  4797854	2022-07-13 08:01:57	222	4	1	0
  4808457	2022-07-13 08:03:37	222	4	1	0
  3474426	2022-07-13 08:10:33	222	4	1	0
  3417047	2022-07-13 08:11:14	222	4	1	0
  3063214	2022-07-13 08:13:59	222	4	1	0
  2240753	2022-07-13 08:14:33	222	4	1	0
  8335583	2022-07-13 08:15:10	222	4	1	0
  9092233	2022-07-13 08:16:17	222	4	1	0
  9092233	2022-07-13 08:16:19	222	4	1	0
  3434541	2022-07-13 08:19:10	222	4	1	0
  4956295	2022-07-13 08:28:00	222	4	1	0
  4258809	2022-07-13 08:30:00	222	4	1	0
  6034912	2022-07-13 08:31:23	222	4	1	0
  6156714	2022-07-13 08:31:51	222	4	1	0
  6156714	2022-07-13 08:35:56	222	4	1	0
  6833031	2022-07-13 08:36:01	222	4	1	0
  4823017	2022-07-13 08:36:09	222	4	1	0
  2689038	2022-07-13 08:38:00	222	4	1	0
  3476266	2022-07-13 08:38:06	222	4	1	0
  4366594	2022-07-13 08:38:36	222	4	1	0
  4302692	2022-07-13 08:39:25	222	4	1	0
  4302692	2022-07-13 08:39:28	222	4	1	0
  9884275	2022-07-13 08:49:36	222	4	1	0
  3417047	2022-07-13 17:02:29	222	4	1	0
  3417047	2022-07-13 17:03:34	222	4	1	0
  4956295	2022-07-13 17:04:21	222	4	1	0
  3063214	2022-07-13 17:04:27	222	4	1	0
  4302692	2022-07-13 17:04:42	222	4	1	0
  4823017	2022-07-13 17:07:39	222	4	1	0
  2689038	2022-07-13 17:09:28	222	4	1	0
  3474426	2022-07-13 17:10:24	222	4	1	0
  4366594	2022-07-13 17:10:49	222	4	1	0
  3474426	2022-07-13 17:16:57	222	4	1	0
  9884275	2022-07-13 17:20:31	222	4	1	0
  4808457	2022-07-13 17:21:21	222	4	1	0
  4808457	2022-07-13 17:21:24	222	4	1	0
  9092233	2022-07-13 17:21:29	222	4	1	0
  4974338	2022-07-13 17:36:55	222	4	1	0
  6034912	2022-07-13 17:41:09	222	4	1	0
  6156714	2022-07-13 17:42:55	222	4	1	0
  6785458	2022-07-13 17:48:47	222	4	1	0
  2240753	2022-07-13 17:55:33	222	4	1	0
  4258809	2022-07-13 18:17:39	222	4	1	0
  6833031	2022-07-13 18:38:12	222	4	1	0
  8335583	2022-07-13 18:42:47	222	4	1	0
  4797854	2022-07-13 18:49:36	222	4	1	0
  6049400	2022-07-13 19:31:20	222	4	1	0
  6049400	2022-07-13 19:31:23	222	4	1	0
  3476266	2022-07-13 19:42:27	222	4	1	0
  4797854	2022-07-14 07:03:45	222	4	1	0
  6785458	2022-07-14 07:13:05	222	4	1	0
  6049400	2022-07-14 07:13:52	222	4	1	0
  6049400	2022-07-14 07:13:55	222	4	1	0
  4974338	2022-07-14 07:23:26	222	4	1	0
  3474426	2022-07-14 07:52:38	222	4	1	0
  2240753	2022-07-14 08:09:44	222	4	1	0
  4808457	2022-07-14 08:10:08	222	4	1	0
  3063214	2022-07-14 08:16:03	222	4	1	0
  4258809	2022-07-14 08:16:58	222	4	1	0
  3417047	2022-07-14 08:19:29	222	4	1	0
  4823017	2022-07-14 08:19:48	222	4	1	0
  4302692	2022-07-14 08:26:02	222	4	1	0
  4302692	2022-07-14 08:26:04	222	4	1	0
  9092233	2022-07-14 08:27:11	222	4	1	0
  4956295	2022-07-14 08:28:45	222	4	1	0
  6156714	2022-07-14 08:37:43	222	4	1	0
  6156714	2022-07-14 08:37:45	222	4	1	0
  3476266	2022-07-14 08:38:18	222	4	1	0
  9884275	2022-07-14 08:38:25	222	4	1	0
  8335583	2022-07-14 08:38:32	222	4	1	0
  4366594	2022-07-14 08:39:10	222	4	1	0
  6034912	2022-07-14 08:41:21	222	4	1	0
  2689038	2022-07-14 08:43:41	222	4	1	0
  4819833	2022-07-14 09:08:43	222	4	1	0
  3432493	2022-07-14 09:28:49	222	4	1	0
  4272790	2022-07-14 17:01:07	222	4	1	0
  3063214	2022-07-14 17:05:13	222	4	1	0
  4956295	2022-07-14 17:05:19	222	4	1	0
  2689038	2022-07-14 17:07:45	222	4	1	0
  3417047	2022-07-14 17:09:05	222	4	1	0
  4302692	2022-07-14 17:09:39	222	4	1	0
  4808457	2022-07-14 17:09:56	222	4	1	0
